"author_id","indexed_name","surname","given_name","gender","citation_count","cited_by_count","coauthor_count","author_doc_all","authorEC_doc_CS_2018","authorEC_COA_doc_CS_2018","author_doc_CS_all_2018","author_doc_CS_all","ratiosCSEC","hindex","yearIn","yearFin","careerLength","active","affiliation_current","affiliation_name","country_affil","org_type","affil_author_count","affil_document_count","category"
"9-s2.0-57146532600","Carvalho L.","Carvalho","Leonardo De Paula","M",8,7,11,3,0,1,1,2,0,2,2015,2020,6,1,60008088,"Universidade de Sao Paulo - USP","Brazil","univ",91650,232389,"external"
"9-s2.0-57146567600","Herrera M.","Herrera","Marco","M",37,33,32,19,15,16,16,19,94,3,2013,2019,7,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57146671700","Morales C.","Morales","Carlos","M",2,2,3,2,2,2,2,2,100,1,2015,2017,3,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57146713400","Ávila J.","Avila","Johhny","M",3,3,6,2,2,2,2,2,100,1,2015,2017,3,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57146919200","Daniel G.","Daniel","Guevara","M",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57146992300","Rios E.","Rios","Edison Ramiro Nieto","M",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57147043600","Cordero J.","Cordero","Jorge","M",101,54,27,16,10,11,11,17,91,6,2015,2019,5,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57147249800","Cordero C.","Cordero","Carlos","M",2,2,2,1,0,1,1,1,0,1,2015,2015,1,0,60001197,"Universidad Central de Venezuela","Venezuela","univ",4382,8905,"external"
"9-s2.0-57147283700","José C.","Calderón G.","Jose","M",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57147319600","Yanez E.","Yanez","Estela R.","F",1,1,11,7,6,6,6,6,100,1,2015,2018,4,1,60072042,"Universidad de Guayaquil","Ecuador","univ",942,821,"national"
"9-s2.0-57147342600","Quezada M.","Quezada","María","F",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57147488500","Serpa L.","Serpa","Luis","M",4,4,3,1,1,1,1,1,100,1,2015,2015,1,0,60109555,"Universidad Católica de Cuenca","Ecuador","univ",271,228,"national"
"9-s2.0-57147632900","Galarza C.","Galarza","Christian E.","M",24,20,15,6,2,2,2,2,100,4,2015,2018,4,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57147755600","Granda C.","Granda","Carlos V.","M",0,0,3,2,2,2,2,2,100,0,2015,2017,3,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57147852800","María N.","María","Narváez","F",2,2,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57147911000","Andrea V.","Velásquez B.","Andrea","F",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57148037700","Akbarinia A.","Akbarinia","Arash","M",25,25,8,8,0,2,7,7,0,3,2015,2018,4,1,60023020,"Universitat Autònoma de Barcelona","Spain","univ",14252,62497,"external"
"9-s2.0-57148064500","Renato C.","Renato","Cumbal","M",2,2,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57148102900","Saltos M.","Saltos","María Gabriela","F",9,9,4,1,1,1,1,1,100,1,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57148142100","Vanga Arvelo M.","Vanga Arvelo","María Giuseppina","F",5,4,13,7,3,3,3,3,100,1,2008,2018,11,1,60108912,"Universidad Técnica de Manabí","Ecuador","univ",236,215,"national"
"9-s2.0-57148155200","Taco J.","Taco","Jaime Paúl Ayala","M",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57148165000","Haro-Báez R.","Haro-Báez","Rául Vinicio","M",8,8,14,10,4,4,4,6,100,2,2015,2019,5,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57148180100","Celly S.","Celly","Stephany","F",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57148194300","Tacuri-Capelo B.","Tacuri-Capelo","Bertha","F",0,0,6,1,1,1,1,1,100,0,2015,2015,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57148221800","Candotti K.","Candotti","Keila","F",2,2,3,1,0,1,1,1,0,1,2015,2015,1,0,60024696,"Universidad de Carabobo","Venezuela","univ",2277,2981,"external"
"9-s2.0-57148256200","Gualán R.","Gualán","Ronald","M",10,10,11,4,3,3,3,3,100,1,2015,2016,2,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57148258000","Proaño P.","Proaño","Pablo","M",19,19,4,3,2,3,3,3,67,3,2015,2017,3,1,120545227,"Escuela de Formación de Tecnólogos ESFOT","Spain",NULL,1,1,"national"
"9-s2.0-57148262700","Quichimbo J.","Quichimbo","Jenny Yaguache","F",19,19,6,3,2,2,2,2,100,1,2015,2017,3,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57148291200","Capito L.","Capito","Linda","F",19,19,4,3,2,3,3,3,67,3,2015,2017,3,1,120544941,"Departamento de Ingeniería Mecánica","Spain",NULL,1,1,"national"
"9-s2.0-57148408600","Barrera-Maura M.","Barrera-Maura","Manuel","M",0,0,6,1,1,1,1,1,100,0,2015,2015,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57148417600","Fajardo-Heras H.","Fajardo-Heras","Hernán","M",0,0,6,1,1,1,1,1,100,0,2015,2015,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57148422200","Cajo R.","Cajo","Ricardo","M",22,21,27,13,3,3,3,6,100,3,2015,2019,5,1,60007631,"Flanders Make","Belgium","resi",230,508,"national"
"9-s2.0-57148456200","Allauca J.","Allauca","José L.","M",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57148462700","Aceros E.","Aceros","Egner","M",2,2,4,2,0,1,1,1,0,1,2015,2018,4,1,60031579,"Universidad Del Zulia","Venezuela","univ",3369,4801,"external"
"9-s2.0-57148466500","Novillo G.","Novillo","Geovanny G.","M",0,0,2,1,1,1,1,1,100,0,2015,2015,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57148482300","Riofr?o X.","Riofrio","Xavier","M",3,3,6,2,1,1,1,2,100,1,2015,2020,6,1,60019702,"University of Birmingham","United Kingdom","univ",25251,146481,"national"
"9-s2.0-57148486800","Rosero P.","Parra","Pablo","M",5,3,3,3,2,2,3,3,67,2,2015,2016,2,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57148552000","Barbalata C.","Barbalata","Corina","F",16,16,4,2,0,1,1,1,0,1,2015,2016,2,0,60031810,"Universite de Bourgogne","France","univ",3772,18941,"external"
"9-s2.0-57150442300","Salazar G.","Salazar","Gabriel","M",8,8,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57150474300","Camacho R.","Camacho","Rene","M",1,1,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57151005400","Vasco J.","Vasco","Jorge","M",3,3,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57151295600","Mahlaoui Z.","Mahlaoui","Zakaria","M",14,13,11,7,0,1,3,4,0,2,2015,2019,5,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-57151367000","Vintimilla L.","Vintimilla","Luz Marina","F",4,4,3,1,1,1,1,1,100,1,2015,2015,1,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57151405100","Montesdeoca P.","Montesdeoca","Patricio Pozo","M",4,4,3,1,1,1,1,1,100,1,2015,2015,1,0,107572732,"University of Quito","Ecuador",NULL,1,4,"national"
"9-s2.0-57155058800","Akhrif O.","Akhrif","Ouassima","F",1121,973,74,102,0,1,22,23,0,14,1988,2019,32,1,60026786,"École de Technologie Supérieure","Canada","univ",1943,7783,"external"
"9-s2.0-57159869500","Onate C.","Onate","Claudio Urrea","M",3,3,5,3,0,1,2,2,0,1,2014,2019,6,1,60023383,"Universidad de Santiago de Chile","Chile","univ",3586,11032,"external"
"9-s2.0-57162329600","Dos Santos R.","Dos Santos","Ricardo","M",5,5,6,1,0,1,1,1,0,1,2015,2015,1,0,60002439,"Universidad De Los Andes, Merida","Venezuela","univ",3173,7409,"external"
"9-s2.0-57162907100","Moreno K.","Moreno","Karla","F",11,11,8,2,0,2,2,2,0,2,2015,2016,2,0,60002439,"Universidad De Los Andes, Merida","Venezuela","univ",3173,7409,"external"
"9-s2.0-57163508000","Reátegui R.","Reátegui","Ruth","F",15,15,6,6,3,3,3,5,100,2,2015,2019,5,1,60026786,"École de Technologie Supérieure","Canada","univ",1943,7783,"national"
"9-s2.0-57163573000","Lopez-Vargas J.","Lopez-Vargas","Jorge","M",30,25,7,6,3,3,3,4,100,3,2015,2019,5,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57164021600","Portilla O.","Portilla","Omar","M",6,6,8,4,0,3,4,4,0,1,2015,2017,3,1,60002439,"Universidad De Los Andes, Merida","Venezuela","univ",3173,7409,"external"
"9-s2.0-57164257000","Lopez A.","Lopez","Angel J.","M",19,18,7,5,1,2,2,3,50,2,2015,2019,5,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57183900800","Mena R.","Mena","Roberto","M",1,1,3,1,1,1,1,1,100,1,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57184086700","Paredes N.","Paredes","Nancy Enriqueta Guerrón","F",2,2,19,8,7,7,7,9,100,1,2015,2019,5,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57185268200","Santiago D.","Santiago","Diego D.","M",27,21,11,8,0,1,4,6,0,3,2016,2019,4,1,60017292,"Universidad Nacional de San Juan","Argentina","univ",991,2449,"external"
"9-s2.0-57188533542","Parra D.","Parra","Denis","M",726,530,117,81,0,1,67,79,0,13,2009,2020,12,1,121023028,"IMFD","Chile",NULL,7,10,"external"
"9-s2.0-57188548128","Fanny Paladines G.","Paladines","Fanny","F",1,1,2,1,1,1,1,1,100,1,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188548597","Yánez R.","Yánez","Raúl Lozada","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108604,"Universidad Nacional de Chimborazo","Ecuador","univ",298,330,"national"
"9-s2.0-57188548824","Toledo-Macas R.","Toledo-Macas","Ronald-Kleiner","M",0,0,5,2,2,2,2,2,100,0,2016,2017,2,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188548872","Estefania M.","Estefania","Mireya","F",2,2,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188549548","Nobell A.","Nobell","Alejandro Alvarez","M",1,1,2,1,0,1,1,1,0,1,2016,2016,1,0,60000658,"Universidad Nacional de Cordoba","Argentina","univ",5290,15845,"external"
"9-s2.0-57188550399","Chamba-Eras L.","Chamba-Eras","Luis","M",42,36,49,17,11,12,12,16,92,5,2016,2020,5,1,60072057,"Universidad Nacional de Loja","Ecuador","univ",250,282,"national"
"9-s2.0-57188550664","Guamán F.","Guamán","Franco","M",0,0,19,4,4,4,4,4,100,0,2014,2016,3,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188551423","Correa R.","Correa","Roddy","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188552288","Cartuche Flores C.","Cartuche Flores","Claudia Paola","F",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188552291","SáNchez N.","SáNchez","Natalia Soledad Bustamante","F",0,0,4,1,1,1,1,1,100,0,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188552544","Bernis A.","Bernis","Aracne","NA",6,5,8,2,2,2,2,2,100,2,2016,2016,1,0,116471071,"Centro de Salud Lasso - Cotopaxi","Ecuador",NULL,1,2,"national"
"9-s2.0-57188552837","Bonifaz E.","Bonifaz","Edison Fernando","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108604,"Universidad Nacional de Chimborazo","Ecuador","univ",298,330,"national"
"9-s2.0-57188553475","Martínez S.","Martínez","Silvia Elena Malo","F",1,1,9,3,2,2,2,2,100,1,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188553758","Campaña M.","Campaña","Mauricio","M",2,2,12,3,3,3,3,3,100,1,2016,2018,3,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188553930","Viñán-Merecí C.","Viñán-Merecí","Christian Stalin","M",5,5,7,4,2,2,2,3,100,1,2016,2019,4,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188554828","Heredia E.","Heredia","Edmundo Cabezas","M",0,0,3,1,1,1,1,2,100,0,2016,2016,1,0,60108604,"Universidad Nacional de Chimborazo","Ecuador","univ",298,330,"national"
"9-s2.0-57188555654","Andrade R.","Andrade","Ramiro","M",2,2,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188555773","Cevallos R.","Cevallos","Rosario Estefanía Sánchez","F",1,1,9,2,2,2,2,2,100,1,2016,2018,3,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188558237","Sanchez Guerrero J.","Sanchez Guerrero","Javier","M",11,11,55,15,11,11,11,12,100,2,2016,2019,4,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57188559450","Cerón N.","Cerón","Natalia","F",2,2,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188561671","Zumbana P.","Zumbana","Paulina","F",19,15,19,6,6,6,6,6,100,3,2016,2017,2,1,116471083,"Hospital Instituto Ecuatoriano de Seguridad Social de Latacunga","Ecuador","hosp",1,5,"national"
"9-s2.0-57188561763","Rodríguez-Hidalgo C.","Rodríguez-Hidalgo","Claudia","F",20,20,5,5,2,2,2,3,100,1,2014,2019,6,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188562311","Sánchez-Amboage E.","Sánchez-Amboage","Eva","F",6,5,15,16,6,8,8,11,75,1,2016,2019,4,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188562537","Gonzales M.","Gonzales","Mayra","F",0,0,2,2,2,2,2,2,100,0,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188562544","Salazar G.","Salazar","Geovanna","F",0,0,4,6,5,5,5,6,100,0,2016,2019,4,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188564165","Barba-Guamán L.","Barba-Guamán","Luis","M",125,91,44,23,19,20,20,25,95,7,2015,2019,5,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188564753","Solano L.","Solano","Lida","F",28,28,15,5,2,2,2,2,100,3,2014,2019,6,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188566398","Bucheli-Andrade J.","Bucheli-Andrade","José Gioberty","M",3,3,8,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188566526","Guamán D.","Guamán","Danny S.","M",19,17,31,13,9,9,10,13,90,3,2015,2019,5,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188574521","Fiallos C.","Fiallos","Carlos B.","M",1,1,3,1,1,1,1,1,100,1,2015,2015,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57188576456","Radicelli Garcia C.","Radicelli Garcia","Ciro Diego","M",6,5,14,10,1,1,1,1,100,1,2015,2018,4,1,60108604,"Universidad Nacional de Chimborazo","Ecuador","univ",298,330,"national"
"9-s2.0-57188577008","Romero G.","Romero","Giovanny","M",1,1,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57188585939","Beltrán J.","Beltrán","Jefferson R.","M",12,11,15,10,1,1,1,1,100,2,2014,2019,6,1,60064735,"Universidad del Magdalena","Colombia","univ",495,915,"national"
"9-s2.0-57188625073","Cárdenas A.","Cárdenas","Andrea","F",0,0,5,1,1,1,1,1,100,0,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188628987","Mejía P.","Mejía","Paúl H.","M",1,1,17,7,4,4,6,6,67,1,2015,2018,4,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188629596","de la Cruz D.","de la Cruz","Danni R.","M",1,1,19,6,3,3,5,5,60,1,2015,2017,3,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188629680","Jerez M.","Jerez","Marxjhony","M",29,23,6,6,0,2,5,5,0,4,2015,2018,4,1,60002439,"Universidad De Los Andes, Merida","Venezuela","univ",3173,7409,"external"
"9-s2.0-57188630039","Carpio M.","Carpio","María A.","F",13,13,3,2,0,1,1,1,0,1,2015,2017,3,1,60071929,"Universidad de Costa Rica","Costa Rica","univ",3483,9926,"external"
"9-s2.0-57188633187","Tobar J.","Tobar","Johanna B.","F",4,3,19,9,3,3,7,7,43,1,2010,2017,8,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188634324","Segovia E.","Segovia","Edison","M",0,0,5,1,1,1,1,1,100,0,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188634450","Mejía M.","Mejía","Magali","F",5,5,5,2,2,2,2,2,100,1,2015,2018,4,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57188634857","Bermeo Conto J.","Bermeo Conto","Jorge","M",19,18,13,6,4,4,5,6,80,2,2015,2019,5,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57188637538","Méndez M.","Méndez","Miguel Angel","M",131,128,35,13,1,1,1,3,100,4,2007,2019,13,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57188644078","Herrera R.","Herrera","Reinaldo Armas","M",0,0,8,2,1,1,1,2,100,0,2016,2017,2,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188652199","Correa-Mena A.","Correa-Mena","Ana Gabriela","F",10,10,22,13,1,2,5,5,20,2,2015,2019,5,1,60030699,"Instituto Nacional de Astrofisica Optica y Electronica","Mexico","resi",1785,6262,"external"
"9-s2.0-57188666967","Álvarez-Uribe K.","Álvarez-Uribe","Karla C.","F",44,43,19,9,0,3,3,4,0,4,2009,2019,11,1,60108696,"Instituto Tecnológico Metropolitano","Colombia","resi",528,736,"external"
"9-s2.0-57188681796","Pabon Plaza F.","Pabon Plaza","Francisco","M",5,5,1,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57188685539","Torres Riascos D.","Torres Riascos","Diego","M",2,2,2,1,1,1,1,1,100,1,2015,2015,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57188685701","Munoz J.","Munoz","Jose A.","M",6,6,7,2,2,2,2,2,100,2,2015,2017,3,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57188706346","Vaca-Gallegos S.","Vaca-Gallegos","Silvia","F",7,7,13,5,1,1,1,1,100,2,2015,2019,5,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188745851","Pulla V.","Pulla","Victor","M",0,0,1,1,1,1,1,1,100,0,2015,2015,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188751842","Rivas E.","Rivas","Elymar C.","NA",5,5,5,1,0,1,1,1,0,1,2015,2015,1,0,60002439,"Universidad De Los Andes, Merida","Venezuela","univ",3173,7409,"external"
"9-s2.0-57188753314","Andrade F.","Andrade","Fernanda","F",12,12,1,1,1,1,1,1,100,1,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188755582","Mosquera Y.","Mosquera","Y. Willian A.","M",0,0,3,1,1,1,1,1,100,0,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188756569","Benitez A.","Benitez","Alimar","NA",5,5,5,1,0,1,1,1,0,1,2015,2015,1,0,60002439,"Universidad De Los Andes, Merida","Venezuela","univ",3173,7409,"external"
"9-s2.0-57188756589","Salazar-Castro J.","Salazar-Castro","José Alejandro","M",22,14,41,13,0,10,11,13,0,3,2015,2019,5,1,123241210,"Corporación Universitaria Autónoma de Nariño","Colombia",NULL,11,5,"external"
"9-s2.0-57188757364","Vega-Escobar L.","Vega-Escobar","Laura Stella","F",9,9,10,3,0,1,3,3,0,1,2015,2018,4,1,60108696,"Instituto Tecnológico Metropolitano","Colombia","resi",528,736,"external"
"9-s2.0-57188760691","Ortiz-Rojas M.","Ortiz-Rojas","Margarita","F",21,19,5,5,4,4,4,6,100,3,2015,2019,5,1,60033316,"Universiteit Gent","Belgium","univ",21229,128462,"national"
"9-s2.0-57188761852","González-Castaño C.","González-Castaño","Catalina","F",4,4,11,3,0,1,2,2,0,1,2015,2018,4,1,60022415,"Universitat Rovira i Virgili","Spain","univ",3178,18054,"external"
"9-s2.0-57188763398","Ortiz V.","Ortiz","V. Gustavo J.","M",0,0,3,1,1,1,1,1,100,0,2015,2015,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188805683","Riofrio D.","Riofrio","Daniel","M",1,1,15,6,1,1,1,1,100,1,2009,2015,7,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188825789","Vera F.","Vera","Francisco","M",99,86,34,14,1,1,2,2,50,6,2007,2019,13,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57188831274","Haro A.","Haro","Arquímides X.","M",0,0,6,3,1,1,1,2,100,0,2015,2019,5,1,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57188834503","Plata W.","Plata","Wendy","F",1,1,2,1,1,1,1,1,100,1,2015,2015,1,0,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57188834704","Gómeza H.","Gómeza","Hector F.","M",0,0,4,1,1,1,1,1,100,0,2016,2016,1,0,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57188834719","Rivera-Pastrano C.","Rivera-Pastrano","Cristina","F",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188837813","Almeida M.","Almeida","Mariá Del Carmen","F",1,1,2,1,1,1,1,1,100,1,2015,2015,1,0,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57188846779","Vasquez Barba C.","Vasquez Barba","Carolina Alexandra","F",0,0,1,1,1,1,1,1,100,0,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188848951","Meythaler A.","Meythaler","Amparo","F",12,12,18,4,2,2,2,2,100,2,2016,2017,2,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188849952","Haro R.","Haro","Jefferson","M",2,2,1,1,1,1,1,1,100,1,2016,2016,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57188853230","Tenemaza M.","Tenemaza","Maritzol","F",4,3,19,12,7,7,7,12,100,1,2015,2020,6,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188854315","C?rdenas-Cobo J.","C?rdenas-Cobo","Jesennia","F",0,0,8,3,2,2,2,2,100,0,2015,2018,4,1,60110504,"Universidad Estatal de Milagro","Ecuador","univ",131,135,"national"
"9-s2.0-57188854666","Rodas J.","Rodas","Jorge L.","M",3,3,9,7,5,5,5,6,100,1,2015,2019,5,1,60110504,"Universidad Estatal de Milagro","Ecuador","univ",131,135,"national"
"9-s2.0-57188858840","Solarte M.","Solarte","Mario Fernando","M",41,29,35,10,0,1,9,9,0,4,2015,2018,4,1,60051434,"Universidad del Cauca","Colombia","univ",1219,1993,"external"
