"author_id","indexed_name","surname","given_name","gender","citation_count","cited_by_count","coauthor_count","author_doc_all","authorEC_doc_CS_2018","authorEC_COA_doc_CS_2018","author_doc_CS_all_2018","author_doc_CS_all","ratiosCSEC","hindex","yearIn","yearFin","careerLength","active","affiliation_current","affiliation_name","country_affil","org_type","affil_author_count","affil_document_count","category"
"9-s2.0-57188865145","Grunauer M.","Grunauer","Michelle","F",20,20,234,14,1,1,1,1,100,3,2016,2019,4,1,109429705,"Hospital de los Valles","Ecuador","hosp",31,32,"national"
"9-s2.0-57188873423","Sun Y.","Sun","Yimeng","NA",22,22,4,1,0,1,1,1,0,1,2015,2015,1,0,60007155,"Guangdong University of Technology","China","univ",10753,20542,"external"
"9-s2.0-57188875219","Gazca L.","Gazca","Luis","M",2,2,5,1,0,1,1,1,0,1,2015,2015,1,0,60007909,"Universidad Veracruzana","Mexico","univ",3205,5998,"external"
"9-s2.0-57188875614","Cortés-Verdín K.","Cortés-Verdín","Karen","F",7,7,10,3,1,2,3,3,33,1,2015,2017,3,1,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57188876105","Muñoz J.","Muñoz","Julio","M",3,3,8,2,0,1,3,3,0,1,2015,2018,4,1,60007909,"Universidad Veracruzana","Mexico","univ",3205,5998,"external"
"9-s2.0-57188876373","Vishwanath A.","Vishwanath","Aditya","F",59,43,10,10,0,1,7,10,0,4,2015,2019,5,1,60012708,"Stanford University","United States","univ",39256,234077,"external"
"9-s2.0-57188921620","Parra H.","Parra","Humberto","M",120,81,35,13,6,6,6,6,100,7,2015,2017,3,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57188953799","Recalde-Coronel G.","Recalde-Coronel","G. Cristina","F",47,47,13,2,1,1,1,1,100,2,2014,2016,3,0,60005248,"Johns Hopkins University","United States","univ",25624,160629,"national"
"9-s2.0-57188957550","Segarra J.","Segarra","Juan","M",1,1,3,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188960101","Vinan Robalino W.","Vinan Robalino","Willyam Marcelo","M",3,3,2,1,1,1,1,1,100,1,2016,2016,1,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188961803","Modrono D.","Modrono","David","M",1,1,4,1,0,1,1,1,0,1,2016,2016,1,0,110023053,"System-on-Chip Engineering Sociedad Limitada","Spain",NULL,2,3,"external"
"9-s2.0-57188963023","Mendez C.","Mendez","Carlos","M",1,1,3,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188963452","Chu C.","Chu","Carol H C","NA",0,0,15,1,0,1,1,1,0,0,2016,2016,1,0,60010432,"Soochow University","China","univ",18001,52065,"external"
"9-s2.0-57188965356","Mancheno S.","Mancheno","Santiago","M",0,0,1,1,1,1,1,1,100,0,2016,2016,1,0,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57188966198","Paida Tenemaza C.","Paida Tenemaza","Carlos Eduardo","M",3,3,1,1,1,1,1,1,100,1,2016,2016,1,0,60105797,"Universidad Politécnica Salesiana, Quito","Ecuador","univ",160,203,"national"
"9-s2.0-57188967429","Troya D.","Troya","Diego Paul Chacón","M",1,1,5,3,3,3,3,3,100,1,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188967483","Benavides Maldonado J.","Benavides Maldonado","Jose Leonardo","M",4,4,8,3,3,3,3,3,100,1,2016,2017,2,1,60072057,"Universidad Nacional de Loja","Ecuador","univ",250,282,"national"
"9-s2.0-57188968610","Salinas Nalvay V.","Salinas Nalvay","Vilma Estefania","F",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072057,"Universidad Nacional de Loja","Ecuador","univ",250,282,"national"
"9-s2.0-57188969869","Salvatierra B.","Salvatierra","Bryan G.","M",1,1,7,3,3,3,3,3,100,1,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188970401","Dominguez D.","Dominguez","Diego H.","M",1,1,4,2,2,2,2,2,100,1,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57188970630","Pilataxi J.","Pilataxi","Jhon Ivan","M",3,3,2,1,1,1,1,1,100,1,2016,2016,1,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57188971127","Sanchez C.","Sanchez","Christian","M",1,1,9,3,2,2,2,3,100,1,2016,2019,4,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57188976052","De Bock Y.","De Bock","Yannick","M",17,14,9,5,0,2,2,2,0,2,2016,2018,3,1,60025063,"KU Leuven","Belgium","univ",23129,141553,"external"
"9-s2.0-57189024928","Gómez J.","Gómez","Jorge","M",16,14,14,9,8,8,8,8,100,3,2014,2017,4,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57189025497","Arias T S.","Arias T","Susana A.","F",23,21,37,13,11,11,11,11,100,3,2012,2017,6,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189027020","Medina W.","Medina","Washington","M",5,4,9,5,4,4,4,5,100,1,2016,2019,4,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57189029358","Segura A.","Segura","Alexandra","F",2,2,3,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189029434","Velasquez F.","Velasquez","Francisco","M",2,2,2,1,1,1,1,1,100,1,2016,2016,1,0,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57189029694","Santillán M.","Santillán","Mónica","F",3,3,9,2,2,2,2,2,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189030993","Vélez C.","Vélez","Carlos","M",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57189033492","Kortum M.","Kortum","Mathew","M",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57189034875","Sempertegui A.","Sempertegui","Ana","F",1,1,5,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189035122","Flores T.","Flores","Tony","M",4,4,17,7,6,6,7,7,86,1,2013,2018,6,1,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189035436","Moyano G.","Moyano","Gabriela","F",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189035468","Urgiles P.","Urgiles","Patricio F.","M",1,1,6,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189035517","Pauzhi W.","Pauzhi","William","M",0,0,8,3,3,3,3,3,100,0,2016,2016,1,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57189035613","Darwin A.","Alulema","Darwin","M",6,3,6,2,2,2,2,2,100,2,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189035617","Sotomayor D.","Sotomayor","Danny","M",8,8,18,5,4,4,4,4,100,1,2016,2018,3,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189035989","Bernal Onate P.","Bernal Onate","Paul","M",3,3,3,2,2,2,2,2,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189036054","Aguilar L.","Aguilar","Luis M.","M",2,2,5,2,2,2,2,2,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189036222","Manzano S.","Manzano","Santiago","M",4,4,40,15,9,9,10,15,90,1,2016,2020,5,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189036305","Altamirano S.","Altamirano","Santiago","M",10,10,29,10,4,4,4,9,100,2,2016,2020,5,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189036530","Merchan V.","Merchan","Vicente","M",0,0,5,4,3,3,3,5,100,0,2016,2020,5,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189036860","Ruiz J.","Ruiz","Javier","M",0,0,4,2,0,1,2,2,0,0,2015,2016,2,0,60028356,"Universidad Europea de Madrid","Spain","univ",1019,2993,"external"
"9-s2.0-57189036915","Zumba P.","Zumba","Pablo","M",2,2,7,2,1,1,2,2,50,1,2016,2016,1,0,117310701,"Grupo de Investigación en Telecomunicaciones (GITEL)","Colombia",NULL,3,1,"national"
"9-s2.0-57189036920","Rodas P.","Rodas","Paul E.","M",2,2,6,2,2,2,2,2,100,1,2016,2016,1,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57189036974","Magne N.","Magne","Nicolas","M",2,2,5,2,1,1,1,1,100,1,2016,2016,1,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57189037046","Duchitanga J.","Duchitanga","Jorge","M",0,0,5,1,1,1,1,1,100,0,2016,2016,1,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57189037164","Castillo F.","Castillo","Felipe","M",1,1,3,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189037185","Vintimilla O.","Vintimilla","Oscar","M",1,1,6,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189037203","Ramos V.","Ramos","Vinicio","M",1,1,7,3,3,3,3,3,100,1,2016,2018,3,1,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189037471","Zamora D.","Zamora","David","M",0,0,5,1,1,1,1,1,100,0,2016,2016,1,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57189037494","Urrutia P.","Urrutia","Pilar","F",3,3,5,1,1,1,1,1,100,1,2016,2016,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189037998","Pallo J.","Pallo","Juan P.","M",4,4,20,10,6,6,7,10,86,1,2016,2020,5,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189038122","Villamarin-Jacome A.","Villamarin-Jacome","Alex","M",0,0,4,1,1,1,1,1,100,0,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189038562","Ávila G.","Ávila","Galo","M",20,17,22,4,4,4,4,4,100,3,2016,2017,2,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189038936","Abril A.","Abril","Ana","F",0,0,5,2,2,2,2,2,100,0,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189038949","Penafiel B.","Penafiel","Brayan F.","M",2,2,7,3,3,3,3,3,100,1,2016,2018,3,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189039477","Perez A.","Perez","A.","NA",7,7,7,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189039710","Zapatán R.","Zapatán","Ruben A.","M",0,0,6,2,1,1,1,1,100,0,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189040060","Calvopina K.","Calvopina","Katherine","F",3,3,2,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189040130","Barreiros J.","Barreiros","Jose","M",0,0,1,1,1,1,1,1,100,0,2016,2016,1,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57189040184","Ibarra A.","Ibarra","Alexander","M",12,12,53,14,9,9,10,13,90,2,2016,2019,4,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189040577","León P.","León","Paola","F",4,4,29,13,11,12,12,13,92,1,2013,2019,7,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189040912","Leon-Amores G.","Leon-Amores","Gabriel","M",0,0,4,1,1,1,1,1,100,0,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189041773","Alexander I.","Alexander","Ibarra","M",3,3,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189041832","Bravo B.","Bravo","Byron A.","M",1,1,6,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189041888","Valarezo M.","Valarezo","Michael","M",4,4,6,2,2,2,2,2,100,1,2016,2017,2,1,60072057,"Universidad Nacional de Loja","Ecuador","univ",250,282,"national"
"9-s2.0-57189041957","Jenny S.","Jenny","Suatunce","F",3,3,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189042018","Edwin G.","Edwin","Garcia","M",3,3,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189042415","Mena L.","Mena","Luis","M",12,10,35,11,10,10,10,10,100,2,2016,2018,3,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189042670","Coronel J.","Coronel","Jonathan","M",0,0,5,2,2,2,1,1,200,0,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189042788","Moposita S.","Moposita","Soledad","F",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189042837","Guaman Y.","Guaman","Yesenia","F",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189043011","Urrutia F.","Urrutia","Fernando","M",6,5,13,5,3,3,3,5,100,2,2016,2020,5,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189043031","Ortiz P.","Ortiz","Paola","F",3,3,5,1,1,1,1,1,100,1,2016,2016,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189043433","Celi R.","Celi","Ricardo","M",1,1,5,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189043513","Lucero P.","Lucero","Pablo M.","M",26,23,19,11,6,6,6,8,100,3,2016,2019,4,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189043715","Jacome-Riera O.","Jacome-Riera","Omayra","F",0,0,4,1,1,1,1,1,100,0,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189043728","Rivadeneira J.","Rivadeneira","Javier","M",3,3,2,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189043819","Palate A.","Palate","A.","NA",0,0,4,1,1,1,1,1,100,0,2016,2016,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189044030","Morocho D.","Morocho","Derlin","M",6,3,6,2,2,2,2,2,100,2,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189044458","Urgirles P.","Urgirles","Patricio F.","M",1,1,5,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189044958","Coque D.","Coque","Danilo","M",1,1,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189045246","Morocho D.","Morocho","Derlin","M",49,33,50,23,17,17,18,19,94,4,2016,2019,4,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189046140","Bellido A.","Bellido","Alberto","M",9,9,6,3,0,1,3,3,0,1,2015,2018,4,1,60028356,"Universidad Europea de Madrid","Spain","univ",1019,2993,"external"
"9-s2.0-57189046201","Gonzalez J.","Gonzalez","Jose R Duchitanga","M",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57189046220","Cuzco L.","Cuzco","L.","NA",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189046295","Mauricio V.","Mauricio","Mauricio","M",3,3,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189046823","Aguilar D.","Aguilar","Darwin L.","M",10,10,35,12,11,12,12,12,92,2,2016,2017,2,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189047588","Pilatasig E.","Pilatasig","Edison","M",2,2,2,1,1,1,1,1,100,1,2016,2016,1,0,116601463,"UPS","Ecuador",NULL,1,1,"national"
"9-s2.0-57189047818","Tapia D.","Tapia","Darwin","M",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072057,"Universidad Nacional de Loja","Ecuador","univ",250,282,"national"
"9-s2.0-57189048100","Lopez J.","Lopez","Jessica","F",3,3,5,1,1,1,1,1,100,1,2016,2016,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189048109","Armijos E.","Armijos","Eduardo E.","M",0,0,6,2,1,1,1,1,100,0,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189048344","Proaño M.","Proaño","Mariela","F",10,10,11,4,3,3,3,3,100,2,2016,2017,2,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189048807","Belduma L.","Belduma","Luis A.","M",1,1,6,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189048832","Flavio P.","Flavio","Pineda Lopez","M",6,3,6,2,2,2,2,2,100,2,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189049318","Ordonez L.","Ordonez","Luis C Criollo","M",0,0,2,1,1,1,1,1,100,0,2016,2016,1,0,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57189049480","Gonzalez O.","Gonzalez","Oscar X.","M",1,1,6,1,1,1,1,1,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189049600","Barzola J.","Barzola","Jhonny","M",2,2,8,3,1,1,2,3,50,1,2016,2019,4,1,60107287,"Universidad Técnica del Norte","Ecuador","univ",401,272,"national"
"9-s2.0-57189049624","Jimenes C.","Jimenes","Christian R.","M",2,2,5,2,2,2,2,2,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189049686","Cardenas M.","Cardenas","Miguel F.","M",1,1,5,1,1,1,1,1,100,1,2016,2016,1,0,116601244,"Industrial Systems in the Universidad Politécnica Salesiana","Ecuador",NULL,4,2,"national"
"9-s2.0-57189049709","Gonzalez E.","Gonzalez","Edwin J.Coronel","M",1,1,5,2,2,2,2,2,100,1,2016,2017,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189049782","Torres J.","Torres","Juan P.","M",2,2,5,2,2,2,2,2,100,1,2016,2016,1,0,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57189049924","Latta M.","Latta","María Augusta","F",4,4,14,5,2,2,2,4,100,1,2016,2019,4,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189050049","Casa D.","Casa","Douglas","M",1,1,4,1,1,1,1,1,100,1,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189050243","Nunez A.","Riofrio","Alexander","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57189062013","Haro S.","Haro","Silvia M.","F",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189066816","Escudero A.","Escudero","Amalia I.","F",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189071043","Meneses M.","Meneses","Manuel A.","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108604,"Universidad Nacional de Chimborazo","Ecuador","univ",298,330,"national"
"9-s2.0-57189075064","Rahman A.","Rahman","Alias Abdul","M",44,43,48,35,0,1,11,12,0,4,2012,2019,8,1,60021005,"Universiti Teknologi Malaysia","Malaysia","univ",12691,39311,"external"
"9-s2.0-57189097550","Restrepo-Zambrano J.","Restrepo-Zambrano","José Alex","M",1215,927,95,128,5,7,17,18,29,18,1994,2019,26,1,113807769,"Univesidad Simón Bolívar","Venezuela",NULL,3,4,"external"
"9-s2.0-57189212081","Chafla G.","Chafla","G.","NA",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60072063,"Pontificia Universidad Catolica del Ecuador","Ecuador","univ",889,1405,"national"
"9-s2.0-57189213516","Martinez O.","Martinez","Oswaldo","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-57189213800","Christian V.","Viteri","Christian","M",0,0,3,1,1,1,1,1,100,0,2016,2016,1,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57189214167","Pilco A.","Pilco","Andrea","F",0,0,7,2,1,1,2,2,50,0,2016,2019,4,1,60026990,"Tianjin University of Technology","China","univ",7362,12414,"national"
"9-s2.0-57189219426","Ha M.","Ha","Michelle","F",25,25,32,1,0,1,1,1,0,1,2016,2016,1,0,60010491,"University of Mississippi","United States","univ",5334,26323,"external"
